"IDESPECIEVALIDA","IDCATEGORIA","IDNOMBREASCENDENTE","IDASCENDENTEOBLIGATORIO","TAXON_VALIDO","ORDEN","FAMILIA","GENERO","ESPECIE","FAUNMAP","ATLAS","AUTOR","AO","REFERENCIA_SEGUIDA","suma"
281.00,21.00,275.50,275.50,"Eumops sp.","Chiroptera","Molossidae","Eumops","sp.","EU","ND","ND","ND",999999999.00,1.00
282.00,21.00,275.50,275.50,"Eumops underwoodi","Chiroptera","Molossidae","Eumops","underwoodi","EUun","CHMOEUMUND","Goodwin","1940",819.00,1.00
282.50,15.00,275.00,275.00,"Molossops","Chiroptera","Molossidae","Molossops","ND","ND","ND","Peters","1865",819.00,1.00
283.00,21.00,282.50,282.50,"Molossops greenhalli","Chiroptera","Molossidae","Molossops","greenhalli","ND","CHMOMOLGRE","(Goodwin)","1958",819.00,1.00
284.00,21.00,282.50,282.50,"Molossops sp.","Chiroptera","Molossidae","Molossops","sp.","ND","ND","ND","ND",999999999.00,1.00
284.50,15.00,275.00,275.00,"Molossus","Chiroptera","Molossidae","Molossus","ND","ND","ND","E. Geoffroy St.-Hilaire","1805",820.00,1.00
285.00,21.00,284.50,284.50,"Molossus rufus","Chiroptera","Molossidae","Molossus","rufus","ND","CHMOMOLATE",". Geoffroy St.-Hilaire","1805",819.00,1.00
286.00,21.00,284.50,284.50,"Molossus aztecus","Chiroptera","Molossidae","Molossus","aztecus","ND","CHMOMOLAZT","Saussure","1860",834.00,1.00
287.00,21.00,284.50,284.50,"Molossus bondae","Chiroptera","Molossidae","Molossus","bondae","ND","CHMOMOLBON","J. A. Allen","1904",819.00,1.00
288.00,21.00,284.50,284.50,"Molossus coibensis","Chiroptera","Molossidae","Molossus","coibensis","ND","CHMOMOLCOI","J. A. Allen","1904",834.00,1.00
289.00,21.00,284.50,284.50,"Molossus molossus","Chiroptera","Molossidae","Molossus","molossus","ND","CHMOMOLMOL","(Pallas)","1766",819.00,1.00
290.00,21.00,284.50,284.50,"Molossus sinaloae","Chiroptera","Molossidae","Molossus","sinaloae","ND","CHMOMOLSIN","J. A. Allen","1906",819.00,1.00
291.00,21.00,284.50,284.50,"Molossus sp.","Chiroptera","Molossidae","Molossus","sp.","ND","ND","ND","ND",999999999.00,1.00
291.50,15.00,275.00,275.00,"Nyctinomops","Chiroptera","Molossidae","Nyctinomops","ND","ND","ND","Miller","1902",820.00,1.00
292.00,21.00,291.50,291.50,"Nyctinomops aurispinosus","Chiroptera","Molossidae","Nyctinomops","aurispinosa","ND","CHMONYCAUR","(Peale)","1848",819.00,1.00
293.00,21.00,291.50,291.50,"Nyctinomops femorosacca","Chiroptera","Molossidae","Nyctinomops","femorosacca","NCfe","CHMONYCFEM","(Merriam)","1889",819.00,1.00
294.00,21.00,291.50,291.50,"Nyctinomops laticaudatus","Chiroptera","Molossidae","Nyctinomops","laticaudatus","ND","CHMONYCLAT","(E. Geoffroy St.-Hilaire)","1805",819.00,1.00
295.00,21.00,291.50,291.50,"Nyctinomops macrotis","Chiroptera","Molossidae","Nyctinomops","macrotis","NCma","CHMONYCMAC","(Gray)","1840",819.00,1.00
296.00,21.00,291.50,291.50,"Nyctinomops sp.","Chiroptera","Molossidae","Nyctinomops","sp.","ND","ND","ND","ND",999999999.00,1.00
296.50,15.00,275.00,275.00,"Promops","Chiroptera","Molossidae","Promops","ND","ND","ND","Gervais","1855",819.00,1.00
297.00,21.00,296.50,296.50,"Promops centralis","Chiroptera","Molossidae","Promops","centralis","ND","CHMOPROCEN","Thomas","1915",819.00,1.00
298.00,21.00,296.50,296.50,"Promops sp.","Chiroptera","Molossidae","Promops","sp.","ND","ND","ND","ND",999999999.00,1.00
298.50,15.00,275.00,275.00,"Tadarida","Chiroptera","Molossidae","Tadarida","ND","ND","ND","Rafinesque","1814",820.00,1.00
299.00,21.00,298.50,298.50,"Tadarida brasiliensis","Chiroptera","Molossidae","Tadarida","brasiliensis","TDbr","CHMOTADBRA","(I. Geoffroy St.-Hilaire)","1824",819.00,1.00
300.00,21.00,298.50,298.50,"Tadarida sp.","Chiroptera","Molossidae","Tadarida","sp.","TD","ND","ND","ND",999999999.00,1.00
301.00,8.00,1000.00,1000.00,"Primates","Primates","ND","ND","ND","PRIM","ND","Linnaeus","1758",819.00,1.00
302.00,11.00,301.00,301.00,"Cebidae","Primates","Cebidae","ND","ND","ND","ND","Bonaparte","1831",819.00,1.00
302.20,15.00,302.00,302.00,"Alouatta","Primates","Cebidae","Alouatta","ND","ND","ND","Lacpde","1799",819.00,1.00
303.00,21.00,302.20,302.20,"Alouatta palliata","Primates","Cebidae","Alouatta","palliata","ND","PRCEALOPAL","(Gray)","1849",819.00,1.00
304.00,21.00,302.20,302.20,"Alouatta pigra","Primates","Cebidae","Alouatta","pigra","ND","PRCEALOPIG","Lawrence","1933",819.00,1.00
305.00,21.00,302.20,302.20,"Alouatta sp.","Primates","Cebidae","Alouatta","sp.","ND","ND","ND","ND",999999999.00,1.00
305.50,15.00,302.00,302.00,"Ateles","Primates","Cebidae","Ateles","ND","ND","ND",". Geoffroy","1806",819.00,1.00
306.00,21.00,305.50,305.50,"Ateles geoffroyi","Primates","Cebidae","Ateles","geoffroyi","ND","PRCEATEGEO","Kuhl","1820",819.00,1.00
307.00,21.00,305.50,305.50,"Ateles sp.","Primates","Cebidae","Ateles","sp.","ND","ND","ND","ND",999999999.00,1.00
308.00,11.00,301.00,301.00,"Hominidae","Primates","Hominidae","ND","ND","ND","ND","Gray","1825",819.00,1.00
308.50,15.00,308.00,308.00,"Homo","Primates","Hominidae","Homo","ND","ND","ND","Linnaeus","1758",819.00,1.00
309.00,21.00,308.50,308.50,"Homo sapiens","Primates","Hominidae","Homo","sapiens","HHsa","ND","Linnaeus","1758",819.00,1.00
310.00,21.00,308.50,308.50,"Homo sp.","Primates","Hominidae","Homo","sp.","ND","ND","ND","ND",999999999.00,1.00
311.00,8.00,1000.00,1000.00,"Carnivora","Carnivora","ND","ND","ND","CARN","ND","Bodwich","1821",,1.00
312.00,11.00,311.00,311.00,"Canidae","Carnivora","Canidae","ND","ND","CAN","ND","Fischer","1817",819.00,1.00
312.50,15.00,312.00,312.00,"Canis","Carnivora","Canidae","Canis","ND","ND","ND","Linnaeus","1758",866.00,1.00
313.00,21.00,312.50,312.50,"Canis cedazoensis","Carnivora","Canidae","Canis","cedazoensis","ND","ND","Mooser y Dalquest","1975",365.00,1.00
316.00,21.00,312.50,312.50,"Canis dirus","Carnivora","Canidae","Canis","dirus","CAdi","ND","Leidy","1858",365.00,1.00
317.00,21.00,312.50,312.50,"Canis edwardii","Carnivora","Canidae","Canis","edwardii","ND","ND","Gazin","1942",,1.00
318.00,21.00,312.50,312.50,"Canis familiaris","Carnivora","Canidae","Canis","familiaris","CAfa","ND","Linnaeus","1758",834.00,1.00
319.00,21.00,312.50,312.50,"Canis latrans","Carnivora","Canidae","Canis","latrans","CAla","CACACANLAT","Say","1823",834.00,1.00
320.00,21.00,312.50,312.50,"Canis lupus","Carnivora","Canidae","Canis","lupus","CAlu","CACACANLUP","Linnaeus","1758",834.00,1.00
321.00,21.00,312.50,312.50,"Canis rufus","Carnivora","Canidae","Canis","rufus","CAru","ND","Audubon y Bachman","1851",834.00,1.00
322.00,21.00,312.50,312.50,"Canis sp.","Carnivora","Canidae","Canis","sp.","CA","ND","ND","ND",999999999.00,1.00
322.50,15.00,312.00,312.00,"Cuon","Carnivora","Canidae","Cuon","ND","ND","ND","Hodgson","1837",872.00,1.00
323.00,21.00,322.50,322.50,"Cuon alpinus","Carnivora","Canidae","Cuon","alpinus","CUal","ND","(Pallas)","1811",365.00,1.00
324.00,21.00,322.50,322.50,"Cuon sp.","Carnivora","Canidae","Cuon","sp.","ND","ND","ND","ND",999999999.00,1.00
324.50,15.00,312.00,312.00,"Urocyon","Carnivora","Canidae","Urocyon","ND","ND","ND","Baird","1857",819.00,1.00
325.00,21.00,324.50,324.50,"Urocyon cinereoargenteus","Carnivora","Canidae","Urocyon","cinereoargenteus","UYci","CACAUROCIN","(Schreber)","1775",834.00,1.00
326.00,21.00,324.50,324.50,"Urocyon sp.","Carnivora","Canidae","Urocyon","sp.","UY","ND","ND","ND",999999999.00,1.00
326.50,15.00,312.00,312.00,"Vulpes","Carnivora","Canidae","Vulpes","ND","ND","ND","Frisch","1775",819.00,1.00
327.00,21.00,326.50,326.50,"Vulpes sp.","Carnivora","Canidae","Vulpes","sp.","VU","ND","ND","ND",999999999.00,1.00
328.00,21.00,326.50,326.50,"Vulpes velox","Carnivora","Canidae","Vulpes","velox","VUve","CACAVULVEL","(Say)","1823",834.00,1.00
329.00,11.00,311.00,311.00,"Felidae","Carnivora","Felidae","ND","ND","FEL","ND","G. Fischer","1817",819.00,1.00
329.50,15.00,329.00,329.00,"Herpailurus","Carnivora","Felidae","Herpailurus","ND","ND","ND","Severtzov","1858",819.00,1.00
330.00,21.00,329.50,329.50,"Herpailurus sp.","Carnivora","Felidae","Herpailurus","sp.","FS","ND","ND","ND",999999999.00,1.00
331.00,21.00,329.50,329.50,"Herpailurus yagouaroundi","Carnivora","Felidae","Herpailurus","yagouaroundi","FSya","CAFEHERYAG","(Lacpde)","1809",834.00,1.00
331.50,15.00,329.00,329.00,"Leopardus","Carnivora","Felidae","Leopardus","ND","ND","ND","Gray","1842",819.00,1.00
332.00,21.00,331.50,331.50,"Leopardus pardalis","Carnivora","Felidae","Leopardus","pardalis","FSpa","CAFELEOPAR","(Linnaeus)","1758",834.00,1.00
333.00,21.00,331.50,331.50,"Leopardus sp.","Carnivora","Felidae","Leopardus","sp.","FS","ND","ND","ND",999999999.00,1.00
334.00,21.00,331.50,331.50,"Leopardus wiedii","Carnivora","Felidae","Leopardus","wiedii","FSwi","CAFELEOWIE","(Schinz)","1821",834.00,1.00
334.50,15.00,329.00,329.00,"Lynx","Carnivora","Felidae","Lynx","ND","ND","ND","Kerr","1792",819.00,1.00
335.00,21.00,334.50,334.50,"Lynx rufus","Carnivora","Felidae","Lynx","rufus","FSro","CAFELYNRUF","(Schreber)","1777",834.00,1.00
336.00,21.00,334.50,334.50,"Lynx sp.","Carnivora","Felidae","Lynx","sp.","FS","ND","ND","ND",999999999.00,1.00
336.50,15.00,329.00,329.00,"Panthera","Carnivora","Felidae","Panthera","ND","ND","ND","Oken","1816",866.00,1.00
337.00,21.00,336.50,329.00,"Panthera atrox","Carnivora","Felidae","Panthera","atrox","FSat","ND","(Leidy)","1853",873.00,1.00
338.00,21.00,336.50,336.50,"Panthera onca","Carnivora","Felidae","Panthera","onca","FSon","CAFEPANONC","(Linnaeus)","1758",834.00,1.00
339.00,21.00,336.50,336.50,"Panthera sp.","Carnivora","Felidae","Panthera","sp.","FS","ND","ND","ND",999999999.00,1.00
339.50,15.00,329.00,329.00,"Puma","Carnivora","Felidae","Puma","ND","ND","ND","Jardine","1834",819.00,1.00
340.00,21.00,339.50,339.50,"Puma concolor","Carnivora","Felidae","Puma","concolor","FSco","CAFEPUMCON","(Linnaeus)","1771",834.00,1.00
341.00,21.00,339.50,339.50,"Puma sp.","Carnivora","Felidae","Puma","sp.","FS","ND","ND","ND",999999999.00,1.00
341.50,15.00,329.00,329.00,"Smilodon","Carnivora","Felidae","Smilodon","ND","ND","ND","Lund","1842",872.00,1.00
342.00,21.00,341.50,341.50,"Smilodon populator","Carnivora","Felidae","Smilodon","populator","ND","ND","Lund","1842",,1.00
343.00,21.00,341.50,341.50,"Smilodon fatalis","Carnivora","Felidae","Smilodon","fatalis","SMfa","ND","(Leidy)","1868",365.00,1.00
344.00,21.00,341.50,341.50,"Smilodon gracilis","Carnivora","Felidae","Smilodon","gracilis","ND","ND","Cope","1880",365.00,1.00
345.00,21.00,341.50,341.50,"Smilodon sp.","Carnivora","Felidae","Smilodon","sp.","SM","ND","ND","ND",999999999.00,1.00
346.00,11.00,311.00,311.00,"Herpestidae","Carnivora","Herpestidae","ND","ND","ND","ND","Bonaparte","1845",819.00,1.00
346.50,15.00,346.00,346.00,"Chasmaporthetes","Carnivora","Herpestidae","Chasmaporthetes","ND","ND","ND","Hay","1921",198.00,1.00
347.00,21.00,346.50,346.50,"Chasmaporthetes johnstoni","Carnivora","Herpestidae","Chasmaporthetes","johnstoni","ND","ND","(Stirton y Christian)","1940",,1.00
348.00,21.00,346.50,346.50,"Chasmaporthetes sp.","Carnivora","Herpestidae","Chasmaporthetes","sp.","ND","ND","ND","ND",999999999.00,1.00
349.00,11.00,311.00,311.00,"Mustelidae","Carnivora","Mustelidae","ND","ND","MUS","ND","Fischer","1817",819.00,1.00
349.50,15.00,349.00,349.00,"Conepatus","Carnivora","Mustelidae","Conepatus","ND","ND","ND","Gray","1837",866.00,1.00
350.00,21.00,349.50,349.50,"Conepatus leuconotus","Carnivora","Mustelidae","Conepatus","leuconotus","COle","CAMUCONLEU","(Lichtenstein)","1832",834.00,1.00
351.00,21.00,349.50,349.50,"Conepatus mesoleucus","Carnivora","Mustelidae","Conepatus","mesoleucus","COme","CAMUCONMES","(Lichtenstein)","1832",834.00,1.00
352.00,21.00,349.50,349.50,"Conepatus semistriatus","Carnivora","Mustelidae","Conepatus","semistriatus","ND","CAMUCONSEM","(Boddaert)","1784",834.00,1.00
353.00,21.00,349.50,349.50,"Conepatus sp.","Carnivora","Mustelidae","Conepatus","sp.","CO","ND","ND","ND",999999999.00,1.00
353.50,15.00,349.00,349.00,"Eira","Carnivora","Mustelidae","Eira","ND","ND","ND","C. E. H[amilton]. Smith","1842",819.00,1.00
354.00,21.00,353.50,353.50,"Eira barbara","Carnivora","Mustelidae","Eira","barbara","ND","CAMUEIRBAR","(Linnaeus)","1758",819.00,1.00
355.00,21.00,353.50,353.50,"Eira sp.","Carnivora","Mustelidae","Eira","sp.","ND","ND","ND","ND",999999999.00,1.00
355.50,15.00,349.00,349.00,"Enhydra","Carnivora","Mustelidae","Enhydra","ND","ND","ND","Fleming","1822",819.00,1.00
356.00,21.00,355.50,355.50,"Enhydra lutris","Carnivora","Mustelidae","Enhydra","lutris","ENlu","CAMUENHLUT","(Linnaeus)","1758",819.00,1.00
357.00,21.00,355.50,355.50,"Enhydra sp.","Carnivora","Mustelidae","Enhydra","sp.","EN","ND","ND","ND",999999999.00,1.00
357.50,15.00,349.00,349.00,"Galictis","Carnivora","Mustelidae","Galictis","ND","ND","ND","Bell","1826",819.00,1.00
358.00,21.00,357.50,357.50,"Galictis sp.","Carnivora","Mustelidae","Galictis","sp.","ND","ND","ND","ND",999999999.00,1.00
359.00,21.00,357.50,357.50,"Galictis vittata","Carnivora","Mustelidae","Galictis","vittata","ND","CAMUGALVIT","(Schreber)","1776",819.00,1.00
359.50,15.00,349.00,349.00,"Lontra","Carnivora","Mustelidae","Lontra","ND","ND","ND","Gray","1843",866.00,1.00
360.00,21.00,359.50,359.50,"Lontra longicaudis","Carnivora","Mustelidae","Lontra","longicaudis","ND","CAMULONLON","(Olfers)","1818",834.00,1.00
361.00,21.00,359.50,359.50,"Lontra sp.","Carnivora","Mustelidae","Lontra","sp.","LU","ND","ND","ND",999999999.00,1.00
361.50,15.00,349.00,349.00,"Mephitis","Carnivora","Mustelidae","Mephitis","ND","ND","ND",". Geoffroy Saint-Hilaire y G. Cuvier","1795",866.00,1.00
362.00,21.00,361.50,361.50,"Mephitis macroura","Carnivora","Mustelidae","Mephitis","macroura","MEma","CAMUMEPMAC","Lichtenstein","1832",834.00,1.00
363.00,21.00,361.50,361.50,"Mephitis mephitis","Carnivora","Mustelidae","Mephitis","mephitis","MEme","CAMUMEPMEP","(Schreber)","1776",834.00,1.00
364.00,21.00,361.50,361.50,"Mephitis sp.","Carnivora","Mustelidae","Mephitis","sp.","ME","ND","ND","ND",999999999.00,1.00
364.50,15.00,349.00,349.00,"Mustela","Carnivora","Mustelidae","Mustela","ND","ND","ND","Linnaeus","1758",866.00,1.00
365.00,21.00,364.50,364.50,"Mustela frenata","Carnivora","Mustelidae","Mustela","frenata","MUfr","CAMUMUSFRE","Lichtenstein","1831",834.00,1.00
366.00,21.00,364.50,364.50,"Mustela nigripes","Carnivora","Mustelidae","Mustela","nigripes","MUni","ND","(Audubon y Bachman)","1851",819.00,1.00
367.00,21.00,364.50,364.50,"Mustela sp.","Carnivora","Mustelidae","Mustela","sp.","MU","ND","ND","ND",999999999.00,1.00
367.50,15.00,349.00,349.00,"Spilogale","Carnivora","Mustelidae","Spilogale","ND","ND","ND","Gray","1865",866.00,1.00
368.00,21.00,367.50,367.50,"Spilogale gracilis","Carnivora","Mustelidae","Spilogale","gracilis","SLgr","ND","Merriam","1890",819.00,1.00
369.00,21.00,367.50,367.50,"Spilogale putorius","Carnivora","Mustelidae","Spilogale","putorius","SLpu","CAMUSPIPUT","(Linnaeus)","1758",834.00,1.00
370.00,21.00,367.50,367.50,"Spilogale pygmaea","Carnivora","Mustelidae","Spilogale","pygmaea","ND","CAMUSPIPYG","Thomas","1898",819.00,1.00
371.00,21.00,367.50,367.50,"Spilogale sp.","Carnivora","Mustelidae","Spilogale","sp.","SL","ND","ND","ND",999999999.00,1.00
371.50,15.00,349.00,349.00,"Taxidea","Carnivora","Mustelidae","Taxidea","ND","ND","ND","Waterhouse","1839",866.00,1.00
372.00,21.00,371.50,371.50,"Taxidea sp.","Carnivora","Mustelidae","Taxidea","sp.","TX","ND","ND","ND",999999999.00,1.00
373.00,21.00,371.50,371.50,"Taxidea taxus","Carnivora","Mustelidae","Taxidea","taxus","TXta","CAMUTAXTAX","(Schreber)","1776",834.00,1.00
374.00,11.00,311.00,311.00,"Otariidae","Carnivora","Otariidae","ND","ND","OTA","ND","Gray","1825",819.00,1.00
374.50,15.00,374.00,374.00,"Arctocephalus","Carnivora","Otariidae","Arctocephalus","ND","ND","ND","E. Geoffroy Saint-Hilaire y F. Cuvier","1826",819.00,1.00
375.00,21.00,374.50,374.50,"Arctocephalus sp.","Carnivora","Otariidae","Arctocephalus","sp.","ND","ND","ND","ND",999999999.00,1.00
376.00,21.00,374.50,374.50,"Arctocephalus townsendi","Carnivora","Otariidae","Arctocephalus","townsendi","AHti","CAOTARCTOW","Merriam","1897",819.00,1.00
376.50,15.00,374.00,374.00,"Zalophus","Carnivora","Otariidae","Zalophus","ND","ND","ND","Gill","1866",866.00,1.00
377.00,21.00,376.50,376.50,"Zalophus californianus","Carnivora","Otariidae","Zalophus","californianus","ZAcs","CAOTZALCAL","(Lesson)","1828",834.00,1.00
379.00,21.00,376.50,376.50,"Zalophus sp.","Carnivora","Otariidae","Zalophus","sp.","ND","ND","ND","ND",999999999.00,1.00
380.00,11.00,311.00,311.00,"Phocidae","Carnivora","Phocidae","ND","ND","PHO","ND","Gray","1821",819.00,1.00
380.50,15.00,380.00,380.00,"Mirounga","Carnivora","Phocidae","Mirounga","ND","ND","ND","Gray","1827",819.00,1.00
381.00,21.00,380.50,380.50,"Mirounga angustirostris","Carnivora","Phocidae","Mirounga","angustirostris","MWan","CAPHMIRANG","(Gill)","1866",819.00,1.00
382.00,21.00,380.50,380.50,"Mirounga sp.","Carnivora","Phocidae","Mirounga","sp.","ND","ND","ND","ND",999999999.00,1.00
382.50,15.00,380.00,380.00,"Monachus","Carnivora","Phocidae","Monachus","ND","ND","ND","Fleming","1822",819.00,1.00
383.00,21.00,382.50,382.50,"Monachus sp.","Carnivora","Phocidae","Monachus","sp.","ND","ND","ND","ND",999999999.00,1.00
384.00,21.00,382.50,382.50,"Monachus tropicalis","Carnivora","Phocidae","Monachus","tropicalis","MHtr","CAPHMONTRO","(Gray)","1850",819.00,1.00
384.50,15.00,380.00,380.00,"Phoca","Carnivora","Phocidae","Phoca","ND","ND","ND","Linnaeus","1758",819.00,1.00
385.00,21.00,384.50,384.50,"Phoca sp.","Carnivora","Phocidae","Phoca","sp.","PC","ND","ND","ND",999999999.00,1.00
386.00,21.00,384.50,384.50,"Phoca vitulina","Carnivora","Phocidae","Phoca","vitulina","PCva","CAPHPHOVIT","Linnaeus","1758",819.00,1.00
387.00,11.00,311.00,311.00,"Procyonidae","Carnivora","Procyonidae","ND","ND","PRO","ND","Gray","1825",819.00,1.00
387.50,15.00,387.00,387.00,"Bassariscus","Carnivora","Procyonidae","Bassariscus","ND","ND","ND","Coues","1887",866.00,1.00
388.00,21.00,387.50,387.50,"Bassariscus astutus","Carnivora","Procyonidae","Bassariscus","astutus","BSas","CAPRBASAST","(Lichtenstein)","1830",834.00,1.00
389.00,21.00,387.50,387.50,"Bassariscus sp.","Carnivora","Procyonidae","Bassariscus","sp.","BS","ND","ND","ND",999999999.00,1.00
390.00,21.00,387.50,387.50,"Bassariscus ticuli","Carnivora","Procyonidae","Bassariscus","ticuli","ND","ND","Polaco y Butrn","1997",441.00,1.00
391.00,21.00,387.50,387.50,"Bassariscus sumichrasti","Carnivora","Procyonidae","Bassariscus","sumichrasti","ND","CAPRBASSUM","(Saussure)","1860",819.00,1.00
391.50,15.00,387.00,387.00,"Nasua","Carnivora","Procyonidae","Nasua","ND","ND","ND","Storr","1780",866.00,1.00
392.00,21.00,391.50,391.50,"Nasua narica","Carnivora","Procyonidae","Nasua","narica","NAna","CAPRNASNAR","(Linnaeus)","1766",834.00,1.00
393.00,21.00,391.50,391.50,"Nasua nasua","Carnivora","Procyonidae","Nasua","nasua","ND","ND","(Linnaeus)","1766",819.00,1.00
394.00,21.00,391.50,391.50,"Nasua sp.","Carnivora","Procyonidae","Nasua","sp.","NA","ND","ND","ND",999999999.00,1.00
394.50,15.00,387.00,387.00,"Potos","Carnivora","Procyonidae","Potos","ND","ND","ND",". Geoffroy Saint-Hilaire y G. Cuvier","1795",866.00,1.00
395.00,21.00,394.50,394.50,"Potos flavus","Carnivora","Procyonidae","Potos","flavus","ND","CAPRPOTFLA","(Schreber)","1774",834.00,1.00
396.00,21.00,394.50,394.50,"Potos sp.","Carnivora","Procyonidae","Potos","sp.","ND","ND","ND","ND",999999999.00,1.00
396.50,15.00,387.00,387.00,"Procyon","Carnivora","Procyonidae","Procyon","ND","ND","ND","Storr","1780",866.00,1.00
397.00,21.00,396.50,396.50,"Procyon insularis","Carnivora","Procyonidae","Procyon","insularis","ND","CAPRPROINS","Merriam","1898",834.00,1.00
398.00,21.00,396.50,396.50,"Procyon lotor","Carnivora","Procyonidae","Procyon","lotor","PRlr","CAPRPROLOT","(Linnaeus)","1758",834.00,1.00
399.00,21.00,396.50,396.50,"Procyon pygmaeus","Carnivora","Procyonidae","Procyon","pygmaeus","ND","CAPRPROPYG","Merriam","1901",834.00,1.00
400.00,21.00,396.50,396.50,"Procyon sp.","Carnivora","Procyonidae","Procyon","sp.","PR","ND","ND","ND",999999999.00,1.00
401.00,11.00,311.00,311.00,"Ursidae","Carnivora","Ursidae","ND","ND","URS","ND","Fischer","1817",819.00,1.00
401.50,15.00,401.00,401.00,"Arctodus","Carnivora","Ursidae","Arctodus","ND","ND","ND","Leidy","1854",198.00,1.00
402.00,21.00,401.50,401.50,"Arctodus pristinus","Carnivora","Ursidae","Arctodus","pristinus","ARpr","ND","Leidy","1854",365.00,1.00
403.00,21.00,401.50,401.50,"Arctodus simus","Carnivora","Ursidae","Arctodus","simus","ARsi","ND","(Cope)","1879",365.00,1.00
404.00,21.00,401.50,401.50,"Arctodus sp.","Carnivora","Ursidae","Arctodus","sp.","AR","ND","ND","ND",999999999.00,1.00
404.50,15.00,401.00,401.00,"Tremarctos","Carnivora","Ursidae","Tremarctos","ND","ND","ND","Gervais","1855",866.00,1.00
406.00,21.00,404.50,404.50,"Tremarctos floridanus","Carnivora","Ursidae","Tremarctos","floridanus","TRfl","ND","(Gidley)","1928",365.00,1.00
407.00,21.00,404.50,404.50,"Tremarctos sp.","Carnivora","Ursidae","Tremarctos","sp.","ND","ND","ND","ND",999999999.00,1.00
407.50,15.00,401.00,401.00,"Ursus","Carnivora","Ursidae","Ursus","ND","ND","ND","Linnaeus","1758",866.00,1.00
408.00,21.00,407.50,407.50,"Ursus americanus","Carnivora","Ursidae","Ursus","americanus","URam","CAURURSAME","Pallas","1780",834.00,1.00
409.00,21.00,407.50,407.50,"Ursus arctos","Carnivora","Ursidae","Ursus","arctos","URar","CAURURSARC","Linnaeus","1758",834.00,1.00
410.00,21.00,407.50,407.50,"Ursus sp.","Carnivora","Ursidae","Ursus","sp.","UR","ND","ND","ND",999999999.00,1.00
411.00,8.00,1000.00,1000.00,"Cetacea","Cetacea","ND","ND","ND","CETA","ND","Brisson","1762",819.00,1.00
412.00,11.00,411.00,411.00,"Balaenidae","Cetacea","Balaenidae","ND","ND","ND","ND","Gray","1821",819.00,1.00
412.50,15.00,412.00,412.00,"Eubalaena","Cetacea","Balaenidae","Eubalaena","ND","ND","ND","Gray","1864",819.00,1.00
413.00,21.00,412.50,412.50,"Eubalaena glacialis","Cetacea","Balaenidae","Eubalaena","glacialis","ND","CEBAEUBGLA","(Mller)","1776",819.00,1.00
414.00,21.00,412.50,412.50,"Eubalaena sp.","Cetacea","Balaenidae","Eubalaena","sp.","ND","ND","ND","ND",999999999.00,1.00
415.00,11.00,411.00,411.00,"Balaenopteridae","Cetacea","Balaenopteridae","ND","ND","ND","ND","Gray","1864",819.00,1.00
415.50,15.00,415.00,415.00,"Balaenoptera","Cetacea","Balaenopteridae","Balaenoptera","ND","ND","ND","Lacpde","1804",819.00,1.00
416.00,21.00,415.50,415.50,"Balaenoptera acutorostrata","Cetacea","Balaenopteridae","Balaenoptera","acutorostrata","ND","CEBABALACU","Lacpde","1804",819.00,1.00
417.00,21.00,415.50,415.50,"Balaenoptera borealis","Cetacea","Balaenopteridae","Balaenoptera","borealis","ND","CEBABALBOR","Lesson","1828",819.00,1.00
418.00,21.00,415.50,415.50,"Balaenoptera edeni","Cetacea","Balaenopteridae","Balaenoptera","edeni","ND","CEBABALEDE","Anderson","1878",819.00,1.00
419.00,21.00,415.50,415.50,"Balaenoptera musculus","Cetacea","Balaenopteridae","Balaenoptera","musculus","ND","CEBABALMUS","(Linnaeus)","1758",819.00,1.00
420.00,21.00,415.50,415.50,"Balaenoptera physalus","Cetacea","Balaenopteridae","Balaenoptera","physalus","ND","CEBABALPHY","(Linnaeus)","1758",819.00,1.00
421.00,21.00,415.50,415.50,"Balaenoptera sp.","Cetacea","Balaenopteridae","Balaenoptera","sp.","ND","ND","ND","ND",999999999.00,1.00
421.50,15.00,415.00,415.00,"Megaptera","Cetacea","Balaenopteridae","Megaptera","ND","ND","ND","Gray","1846",819.00,1.00
422.00,21.00,421.50,421.50,"Megaptera novaeangliae","Cetacea","Balaenopteridae","Megaptera","novaeangliae","ND","CEBAMEGNOV","(Borowski)","1781",819.00,1.00
423.00,21.00,421.50,421.50,"Megaptera sp.","Cetacea","Balaenopteridae","Megaptera","sp.","ND","ND","ND","ND",999999999.00,1.00
424.00,11.00,411.00,411.00,"Eschrichtiidae","Cetacea","Eschrichtiidae","ND","ND","ESH","ND","Ellerman y Morrison-Scott","1951",819.00,1.00
424.50,15.00,424.00,424.00,"Eschrichtius","Cetacea","Eschrichtiidae","Eschrichtius","ND","ND","ND","Gray","1864",819.00,1.00
425.00,21.00,424.50,424.50,"Eschrichtius robustus","Cetacea","Eschrichtiidae","Eschrichtius","robustus","ESro","CEESESCROB","(Lilljeborg)","1861",819.00,1.00
426.00,21.00,424.50,424.50,"Eschrichtius sp.","Cetacea","Eschrichtiidae","Eschrichtius","sp.","ND","ND","ND","ND",999999999.00,1.00
427.00,11.00,411.00,411.00,"Delphinidae","Cetacea","Delphinidae","ND","ND","DEL","ND","Gray","1821",819.00,1.00
427.50,15.00,427.50,427.50,"Delphinus","Cetacea","Delphinidae","Delphinus","ND","ND","ND","Linnaeus","1758",819.00,1.00
